Participant,Vegetarian,D_Onions,V_Onions,D_Bell peppers,V_Bell peppers,D_Mushrooms,V_Mushrooms,D_Jalapenos,V_Jalapenos,D_American cheese,V_American cheese,D_Steak,V_Steak,D_Bacon,V_Bacon,D_Provolone cheese,V_Provolone cheese,D_Parmesan cheese,V_Parmesan cheese,D_Tomatoes,V_Tomatoes,D_Mozzarella cheese,V_Mozzarella cheese,D_Spinach,V_Spinach,D_Pesto,V_Pesto,D_Ham,V_Ham,D_Swiss cheese,V_Swiss cheese,D_Mustard,V_Mustard,D_Turkey,V_Turkey,D_Garlic aioli,V_Garlic aioli,D_Chicken,V_Chicken,D_Pickles,V_Pickles,D_Basil,V_Basil,D_Cucumbers,V_Cucumbers,D_Coleslaw,V_Coleslaw,D_Mayonnaise,V_Mayonnaise,D_Cheddar cheese,V_Cheddar cheese,D_Lettuce,V_Lettuce,D_Pepperoni,V_Pepperoni,D_Meatballs,V_Meatballs,D_Marinara sauce,V_Marinara sauce,D_Pepper jack cheese,V_Pepper jack cheese,D_Avocado,V_Avocado,D_Salami,V_Salami,D_Pork,V_Pork,D_Roast beef,V_Roast beef,D_Hummus,V_Hummus,D_Pastrami,V_Pastrami,D_Gouda cheese,V_Gouda cheese,D_Ranch dressing,V_Ranch dressing,D_Feta cheese,V_Feta cheese,D_Tuna,V_Tuna,D_Olives,V_Olives,D_Soy chicken,V_Soy chicken,D_Falafel,V_Falafel,D_Egg salad,V_Egg salad,D_Peppers,V_Peppers,D_Black bean patty,V_Black bean patty,D_Sprouts,V_Sprouts,D_Guacamole,V_Guacamole,D_Mixed greens,V_Mixed greens,D_Vinaigrette,V_Vinaigrette,D_Cream cheese,V_Cream cheese,D_Vegan turkey,V_Vegan turkey,D_Arugula,V_Arugula,D_Artichoke hearts,V_Artichoke hearts,D_Vegan bacon,V_Vegan bacon,D_Carrots,V_Carrots
48580,y,0.7166666666666667,0.5581395348837209,,,0.9047619047619048,0.42105263157894735,0.8,0.25,1.0,0.0,,,,,0.8181818181818182,0.5185185185185185,1.0,1.0,0.31343283582089554,0.5238095238095238,1.0,0.3333333333333333,0.8333333333333334,0.45,0.8695652173913043,0.25,,,1.0,0.3888888888888889,0.9166666666666666,0.5454545454545454,,,0.9473684210526315,0.5,,,0.9090909090909091,0.55,1.0,0.5,0.8604651162790697,0.5675675675675675,1.0,0.5714285714285714,0.9259259259259259,0.32,0.9259259259259259,0.52,0.7894736842105263,0.5666666666666667,,,,,,,0.9230769230769231,0.8333333333333334,0.8717948717948718,0.6176470588235294,,,,,,,0.9047619047619048,0.5789473684210527,,,,,1.0,0.75,1.0,0.9,,,1.0,0.4166666666666667,1.0,0.47058823529411764,1.0,0.5,1.0,0.6666666666666666,0.8928571428571429,0.4,0.8181818181818182,0.6666666666666666,0.8,0.5714285714285714,1.0,0.631578947368421,0.9047619047619048,0.47368421052631576,0.9473684210526315,0.6111111111111112,1.0,0.5,0.9,0.1111111111111111,1.0,0.4,1.0,0.7777777777777778,1.0,0.5,1.0,0.6
51922,y,0.7166666666666667,0.32558139534883723,,,0.9047619047619048,0.631578947368421,0.8,0.625,1.0,0.5,,,,,0.8181818181818182,0.5185185185185185,1.0,0.0,0.31343283582089554,0.3333333333333333,1.0,0.5,0.8333333333333334,0.55,0.8695652173913043,0.7,,,1.0,0.6666666666666666,0.9166666666666666,0.5454545454545454,,,0.9473684210526315,0.5555555555555556,,,0.9090909090909091,0.6,1.0,1.0,0.8604651162790697,0.4594594594594595,1.0,0.7142857142857143,0.9259259259259259,0.48,0.9259259259259259,0.48,0.7894736842105263,0.4,,,,,,,0.9230769230769231,0.5,0.8717948717948718,0.4117647058823529,,,,,,,0.9047619047619048,0.631578947368421,,,,,1.0,0.5,1.0,0.6,,,1.0,0.6666666666666666,1.0,0.5294117647058824,1.0,0.5,1.0,0.16666666666666666,0.8928571428571429,0.52,0.8181818181818182,0.3333333333333333,0.8,0.42857142857142855,1.0,0.42105263157894735,0.9047619047619048,0.3157894736842105,0.9473684210526315,0.6111111111111112,1.0,0.3333333333333333,0.9,0.3333333333333333,1.0,0.4,1.0,0.8888888888888888,1.0,0.5,1.0,0.2
56722,y,0.7166666666666667,0.4418604651162791,,,0.9047619047619048,0.21052631578947367,0.8,0.75,1.0,0.3333333333333333,,,,,0.8181818181818182,0.37037037037037035,1.0,0.5,0.31343283582089554,0.3333333333333333,1.0,0.6666666666666666,0.8333333333333334,0.65,0.8695652173913043,0.35,,,1.0,0.3888888888888889,0.9166666666666666,0.36363636363636365,,,0.9473684210526315,0.6111111111111112,,,0.9090909090909091,0.65,1.0,0.625,0.8604651162790697,0.5945945945945946,1.0,0.5714285714285714,0.9259259259259259,0.44,0.9259259259259259,0.48,0.7894736842105263,0.3333333333333333,,,,,,,0.9230769230769231,0.25,0.8717948717948718,0.5588235294117647,,,,,,,0.9047619047619048,0.47368421052631576,,,,,1.0,0.5,1.0,0.7,,,1.0,0.4166666666666667,1.0,0.5882352941176471,1.0,0.75,1.0,0.8333333333333334,0.8928571428571429,0.48,0.8181818181818182,0.4444444444444444,0.8,0.5,1.0,0.42105263157894735,0.9047619047619048,0.5789473684210527,0.9473684210526315,0.5555555555555556,1.0,0.5,0.9,0.4444444444444444,1.0,0.7,1.0,0.3333333333333333,1.0,0.5,1.0,0.6
57820,y,0.7166666666666667,0.5348837209302325,,,0.9047619047619048,0.6842105263157895,0.8,0.5,1.0,0.5,,,,,0.8181818181818182,0.48148148148148145,1.0,0.5,0.31343283582089554,0.6190476190476191,1.0,0.0,0.8333333333333334,0.35,0.8695652173913043,0.25,,,1.0,0.6111111111111112,0.9166666666666666,0.6363636363636364,,,0.9473684210526315,0.6111111111111112,,,0.9090909090909091,0.45,1.0,0.375,0.8604651162790697,0.5675675675675675,1.0,0.8571428571428571,0.9259259259259259,0.52,0.9259259259259259,0.44,0.7894736842105263,0.6,,,,,,,0.9230769230769231,0.5,0.8717948717948718,0.5882352941176471,,,,,,,0.9047619047619048,0.631578947368421,,,,,1.0,0.75,1.0,0.3,,,1.0,0.3333333333333333,1.0,0.47058823529411764,1.0,0.75,1.0,0.3333333333333333,0.8928571428571429,0.44,0.8181818181818182,0.3333333333333333,0.8,0.6428571428571429,1.0,0.42105263157894735,0.9047619047619048,0.631578947368421,0.9473684210526315,0.5555555555555556,1.0,0.3333333333333333,0.9,0.4444444444444444,1.0,0.8,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6
61636,y,0.7166666666666667,0.5581395348837209,,,0.9047619047619048,0.7368421052631579,0.8,0.625,1.0,0.3333333333333333,,,,,0.8181818181818182,0.4444444444444444,1.0,0.5,0.31343283582089554,0.42857142857142855,1.0,0.3333333333333333,0.8333333333333334,0.5,0.8695652173913043,0.35,,,1.0,0.5555555555555556,0.9166666666666666,0.45454545454545453,,,0.9473684210526315,0.5555555555555556,,,0.9090909090909091,0.65,1.0,0.625,0.8604651162790697,0.6216216216216216,1.0,0.2857142857142857,0.9259259259259259,0.52,0.9259259259259259,0.56,0.7894736842105263,0.5666666666666667,,,,,,,0.9230769230769231,0.5833333333333334,0.8717948717948718,0.5588235294117647,,,,,,,0.9047619047619048,0.7368421052631579,,,,,1.0,0.5,1.0,0.5,,,1.0,0.5833333333333334,1.0,0.47058823529411764,1.0,0.5,1.0,0.16666666666666666,0.8928571428571429,0.56,0.8181818181818182,0.5555555555555556,0.8,0.6071428571428571,1.0,0.5789473684210527,0.9047619047619048,0.42105263157894735,0.9473684210526315,0.5,1.0,0.3333333333333333,0.9,0.2222222222222222,1.0,0.3,1.0,0.7777777777777778,1.0,0.16666666666666666,1.0,0.4
63160,y,0.7166666666666667,0.5581395348837209,,,0.9047619047619048,0.5263157894736842,0.8,0.375,1.0,0.5,,,,,0.8181818181818182,0.4074074074074074,1.0,0.5,0.31343283582089554,0.6666666666666666,1.0,0.16666666666666666,0.8333333333333334,0.45,0.8695652173913043,0.2,,,1.0,0.5,0.9166666666666666,0.5454545454545454,,,0.9473684210526315,0.6111111111111112,,,0.9090909090909091,0.4,1.0,0.625,0.8604651162790697,0.6756756756756757,1.0,0.5714285714285714,0.9259259259259259,0.52,0.9259259259259259,0.52,0.7894736842105263,0.5333333333333333,,,,,,,0.9230769230769231,0.75,0.8717948717948718,0.47058823529411764,,,,,,,0.9047619047619048,0.7894736842105263,,,,,1.0,0.0,1.0,0.5,,,1.0,0.6666666666666666,1.0,0.4117647058823529,1.0,1.0,1.0,0.5,0.8928571428571429,0.52,0.8181818181818182,0.5555555555555556,0.8,0.6428571428571429,1.0,0.5789473684210527,0.9047619047619048,0.47368421052631576,0.9473684210526315,0.5555555555555556,1.0,0.6666666666666666,0.9,0.4444444444444444,1.0,0.9,1.0,0.4444444444444444,1.0,0.16666666666666666,1.0,0.6
63934,y,0.7166666666666667,0.5348837209302325,,,0.9047619047619048,0.42105263157894735,0.8,0.25,1.0,0.16666666666666666,,,,,0.8181818181818182,0.5925925925925926,1.0,0.5,0.31343283582089554,0.6190476190476191,1.0,0.5,0.8333333333333334,0.55,0.8695652173913043,0.35,,,1.0,0.4444444444444444,0.9166666666666666,0.5454545454545454,,,0.9473684210526315,0.3888888888888889,,,0.9090909090909091,0.45,1.0,0.375,0.8604651162790697,0.5405405405405406,1.0,0.5714285714285714,0.9259259259259259,0.64,0.9259259259259259,0.6,0.7894736842105263,0.5666666666666667,,,,,,,0.9230769230769231,0.8333333333333334,0.8717948717948718,0.6470588235294118,,,,,,,0.9047619047619048,0.47368421052631576,,,,,1.0,0.5,1.0,0.2,,,1.0,0.6666666666666666,1.0,0.5294117647058824,1.0,0.5,1.0,0.3333333333333333,0.8928571428571429,0.36,0.8181818181818182,0.3333333333333333,0.8,0.5357142857142857,1.0,0.5263157894736842,0.9047619047619048,0.2631578947368421,0.9473684210526315,0.5555555555555556,1.0,0.8333333333333334,0.9,0.6666666666666666,1.0,0.4,1.0,0.2222222222222222,1.0,0.6666666666666666,1.0,0.6
65164,y,0.7166666666666667,0.5348837209302325,,,0.9047619047619048,0.5263157894736842,0.8,0.625,1.0,0.3333333333333333,,,,,0.8181818181818182,0.5925925925925926,1.0,0.5,0.31343283582089554,0.47619047619047616,1.0,0.16666666666666666,0.8333333333333334,0.3,0.8695652173913043,0.5,,,1.0,0.4444444444444444,0.9166666666666666,0.2727272727272727,,,0.9473684210526315,0.6666666666666666,,,0.9090909090909091,0.6,1.0,0.625,0.8604651162790697,0.5135135135135135,1.0,0.5714285714285714,0.9259259259259259,0.56,0.9259259259259259,0.56,0.7894736842105263,0.6,,,,,,,0.9230769230769231,0.5,0.8717948717948718,0.5882352941176471,,,,,,,0.9047619047619048,0.42105263157894735,,,,,1.0,0.75,1.0,0.3,,,1.0,0.4166666666666667,1.0,0.7058823529411765,1.0,0.5,1.0,0.3333333333333333,0.8928571428571429,0.28,0.8181818181818182,0.8888888888888888,0.8,0.5357142857142857,1.0,0.47368421052631576,0.9047619047619048,0.21052631578947367,0.9473684210526315,0.3333333333333333,1.0,0.3333333333333333,0.9,0.6666666666666666,1.0,0.5,1.0,0.4444444444444444,1.0,0.5,1.0,0.2
66469,y,0.7166666666666667,0.5581395348837209,,,0.9047619047619048,0.5263157894736842,0.8,0.375,1.0,0.6666666666666666,,,,,0.8181818181818182,0.4444444444444444,1.0,0.5,0.31343283582089554,0.6666666666666666,1.0,0.6666666666666666,0.8333333333333334,0.55,0.8695652173913043,0.55,,,1.0,0.5,0.9166666666666666,0.45454545454545453,,,0.9473684210526315,0.6666666666666666,,,0.9090909090909091,0.25,1.0,0.5,0.8604651162790697,0.40540540540540543,1.0,0.42857142857142855,0.9259259259259259,0.52,0.9259259259259259,0.56,0.7894736842105263,0.6,,,,,,,0.9230769230769231,0.5833333333333334,0.8717948717948718,0.4411764705882353,,,,,,,0.9047619047619048,0.5789473684210527,,,,,1.0,0.5,1.0,0.4,,,1.0,0.5,1.0,0.4117647058823529,1.0,0.75,1.0,0.6666666666666666,0.8928571428571429,0.48,0.8181818181818182,0.5555555555555556,0.8,0.2857142857142857,1.0,0.3684210526315789,0.9047619047619048,0.47368421052631576,0.9473684210526315,0.5555555555555556,1.0,0.16666666666666666,0.9,0.3333333333333333,1.0,0.7,1.0,0.4444444444444444,1.0,0.6666666666666666,1.0,0.0
66979,y,0.7166666666666667,0.4418604651162791,,,0.9047619047619048,0.5789473684210527,0.8,0.5,1.0,0.3333333333333333,,,,,0.8181818181818182,0.6296296296296297,1.0,1.0,0.31343283582089554,0.5714285714285714,1.0,0.3333333333333333,0.8333333333333334,0.5,0.8695652173913043,0.55,,,1.0,0.6111111111111112,0.9166666666666666,0.6363636363636364,,,0.9473684210526315,0.5,,,0.9090909090909091,0.35,1.0,0.5,0.8604651162790697,0.4864864864864865,1.0,0.2857142857142857,0.9259259259259259,0.48,0.9259259259259259,0.64,0.7894736842105263,0.6,,,,,,,0.9230769230769231,0.4166666666666667,0.8717948717948718,0.5588235294117647,,,,,,,0.9047619047619048,0.42105263157894735,,,,,1.0,0.25,1.0,0.4,,,1.0,0.5,1.0,0.47058823529411764,1.0,0.25,1.0,0.8333333333333334,0.8928571428571429,0.52,0.8181818181818182,0.4444444444444444,0.8,0.5357142857142857,1.0,0.42105263157894735,0.9047619047619048,0.3684210526315789,0.9473684210526315,0.3333333333333333,1.0,0.3333333333333333,0.9,0.4444444444444444,1.0,0.5,1.0,0.5555555555555556,1.0,0.3333333333333333,1.0,0.6
67471,y,0.7166666666666667,0.5348837209302325,,,0.9047619047619048,0.6842105263157895,0.8,0.375,1.0,0.6666666666666666,,,,,0.8181818181818182,0.5555555555555556,1.0,1.0,0.31343283582089554,0.6190476190476191,1.0,0.5,0.8333333333333334,0.65,0.8695652173913043,0.4,,,1.0,0.7222222222222222,0.9166666666666666,0.6363636363636364,,,0.9473684210526315,0.3333333333333333,,,0.9090909090909091,0.65,1.0,0.375,0.8604651162790697,0.4864864864864865,1.0,0.2857142857142857,0.9259259259259259,0.36,0.9259259259259259,0.64,0.7894736842105263,0.43333333333333335,,,,,,,0.9230769230769231,0.4166666666666667,0.8717948717948718,0.3235294117647059,,,,,,,0.9047619047619048,0.47368421052631576,,,,,1.0,0.25,1.0,0.6,,,1.0,0.5833333333333334,1.0,0.4117647058823529,1.0,0.5,1.0,0.8333333333333334,0.8928571428571429,0.48,0.8181818181818182,0.4444444444444444,0.8,0.4642857142857143,1.0,0.631578947368421,0.9047619047619048,0.6842105263157895,0.9473684210526315,0.3888888888888889,1.0,0.6666666666666666,0.9,0.4444444444444444,1.0,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.4
67798,y,0.7166666666666667,0.5581395348837209,,,0.9047619047619048,0.21052631578947367,0.8,0.375,1.0,0.3333333333333333,,,,,0.8181818181818182,0.48148148148148145,1.0,1.0,0.31343283582089554,0.42857142857142855,1.0,0.5,0.8333333333333334,0.45,0.8695652173913043,0.4,,,1.0,0.5,0.9166666666666666,0.7272727272727273,,,0.9473684210526315,0.6666666666666666,,,0.9090909090909091,0.55,1.0,0.5,0.8604651162790697,0.6756756756756757,1.0,0.5714285714285714,0.9259259259259259,0.56,0.9259259259259259,0.52,0.7894736842105263,0.43333333333333335,,,,,,,0.9230769230769231,0.5833333333333334,0.8717948717948718,0.6764705882352942,,,,,,,0.9047619047619048,0.5263157894736842,,,,,1.0,0.25,1.0,0.4,,,1.0,0.5,1.0,0.29411764705882354,1.0,0.75,1.0,0.3333333333333333,0.8928571428571429,0.56,0.8181818181818182,0.7777777777777778,0.8,0.5357142857142857,1.0,0.3157894736842105,0.9047619047619048,0.5789473684210527,0.9473684210526315,0.3888888888888889,1.0,0.8333333333333334,0.9,0.7777777777777778,1.0,0.6,1.0,0.5555555555555556,1.0,0.5,1.0,0.8
